transaction_id,experiment_id,variant,click_id,click_date,transaction_date,booking_value,cancelled
TX011812,EXP001,Control,CLK255266,2026-08-15,2026-08-22,686.63,1
TX011813,EXP001,Control,CLK255307,2026-08-15,2026-08-18,277.15,false
TX011814,EXP001,Control,CLK255323,2026-08-15,2026-08-15,127.99,0
TX011815,EXP001,Control,CLK255344,2026-08-15,2026-08-18,1537.45,false
TX011816,EXP001,Control,CLK255346,2026-08-15,2026-08-25,372.12,false
TX011817,EXP001,Control,CLK255355,2026-08-15,2026-08-17,"1,150.40",0
TX011818,EXP001,Control,CLK255377,2026-08-15,2026-08-25,273.19,0
TX011819,EXP001,Control,CLK255412,2026-08-15,2026-08-15,342.46,false
TX011820,EXP001,Control,CLK255415,2026-08-15,2026-08-21,2168.93,false
TX011821,EXP001,Control,CLK255429,2026-08-15,2026-08-16,954.29,0
TX011822,EXP001,Control,CLK255551,2026-08-15,2026-08-19,441.93,false
TX011823,EXP001,Control,CLK255598,2026-08-15,2026-08-21,680.11,1
TX011824,EXP001,Control,CLK255607,2026-08-15,2026-08-20,530.21,false
TX011825,EXP001,Control,CLK255638,2026-08-15,2026-08-23,610.33,0
TX011826,EXP001,Control,CLK255661,2026-08-15,2026-08-21,349.27,false
TX011827,EXP001,Control,CLK255748,2026-08-15,2026-08-15,373.46,0
TX011828,EXP001,Control,CLK255828,2026-08-15,2026-08-22,512.38,false
TX011829,EXP001,Control,CLK255848,2026-08-15,2026-08-22,640.24,true
TX011830,EXP001,Control,CLK255900,2026-08-15,2026-08-20,492.71,0
TX011831,EXP001,Control,CLK255923,2026-08-15,2026-08-16,1189.32,1
TX011832,EXP001,Control,CLK255929,2026-08-15,2026-08-17,,0
TX011833,EXP001,Control,CLK255929,2026-08-15,2026-08-25,972.72,false
TX011834,EXP001,Control,CLK255932,2026-08-15,2026-08-18,727.85,false
TX011835,EXP001,Control,CLK255942,2026-08-15,2026-08-25,374.34,true
TX011836,EXP001,Control,CLK255957,2026-08-15,2026-08-19,421.6,0
TX011837,EXP001,Control,CLK255961,2026-08-15,2026-08-21,774.15,false
TX011838,EXP001,Control,CLK255985,2026-08-15,2026-08-16,281.39,0
TX011839,EXP001,Control,CLK256000,2026-08-15,2026-08-19,245.49,false
TX011840,EXP001,Control,CLK256003,2026-08-15,2026-08-23,306.45,false
TX011841,EXP001,Control,CLK256022,2026-08-15,2026-08-20,527.15,false
TX011842,EXP001,Control,CLK256059,2026-08-15,2026-08-20,679.58,0
TX011843,EXP001,Control,CLK256075,2026-08-15,2026-08-18,637.49,false
TX011844,EXP001,Control,CLK256189,2026-08-15,2026-08-21,284.13,false
TX011845,EXP001,Control,CLK256194,2026-08-15,2026-08-15,388.86,0
TX011846,EXP001,Control,CLK256213,2026-08-15,2026-08-25,297.3,false
TX011847,EXP001,Control,CLK256272,2026-08-15,2026-08-19,492.03,0
TX011848,EXP001,Control,CLK256278,2026-08-15,2026-08-16,,false
TX011849,EXP001,Control,CLK256284,2026-08-15,2026-08-19,129.34,0
TX011850,EXP001,Control,CLK256297,2026-08-15,2026-08-18,536.57,0
TX011851,EXP001,Control,CLK256305,2026-08-15,2026-08-19,604.26,0
TX011852,EXP001,Control,CLK256307,2026-08-15,2026-08-23,255.81,0
TX011853,EXP001,Control,CLK256330,2026-08-15,2026-08-20,439.0,false
TX011854,EXP001,Control,CLK256362,2026-08-15,2026-08-18,1492.97,1
TX011855,EXP001,Control,CLK256369,2026-08-15,2026-08-20,1031.11,false
TX011856,EXP001,Control,CLK256370,2026-08-15,2026-08-17,114.88,false
TX011857,EXP001,Control,CLK256375,2026-08-15,2026-08-19,384.44,0
TX011858,EXP001,Control,CLK256404,2026-08-15,2026-08-15,806.25,true
TX011859,EXP001,Control,CLK256408,2026-08-15,2026-08-15,1123.05,0
TX011860,EXP001,Control,CLK256428,2026-08-15,2026-08-23,592.11,0
TX011861,EXP001,Control,CLK256441,2026-08-15,2026-08-25,,false
TX011862,EXP001,Control,CLK256469,2026-08-15,2026-08-16,380.95,1
TX011863,EXP001,Control,CLK256482,2026-08-15,2026-08-21,584.25,false
TX011864,EXP001,Control,CLK256485,2026-08-15,2026-08-16,312.16,0
TX011865,EXP001,Control,CLK256488,2026-08-15,2026-08-15,965.07,0
TX011866,EXP001,Control,CLK256546,2026-08-15,2026-08-22,551.42,false
TX011867,EXP001,Control,CLK256558,2026-08-15,2026-08-17,1013.42,0
TX011868,EXP001,Control,CLK256559,2026-08-15,2026-08-19,2062.79,false
TX011869,EXP001,Control,CLK256573,2026-08-15,2026-08-22,1662.18,true
TX011870,EXP001,Control,CLK256600,2026-08-15,2026-08-25,275.01,0
TX011871,EXP001,Control,CLK256603,2026-08-15,2026-08-16,,false
TX011872,EXP001,Control,CLK256612,2026-08-15,2026-08-16,574.18,0
TX011873,EXP001,Control,CLK256641,2026-08-15,2026-08-18,397.54,false
TX011874,EXP001,Control,CLK256653,2026-08-15,2026-08-18,566.86,false
TX011875,EXP001,Control,CLK256678,2026-08-15,2026-08-20,561.69,0
TX011876,EXP001,Control,CLK256678,2026-08-15,2026-08-19,755.72,0
TX011877,EXP001,Control,CLK256709,2026-08-15,2026-08-21,364.46,1
TX011878,EXP001,Control,CLK256897,2026-08-15,2026-08-23,1555.19,false
TX011879,EXP001,Control,CLK256906,2026-08-15,2026-08-17,416.84,true
TX011880,EXP001,Control,CLK256983,2026-08-15,2026-08-22,333.53,false
TX011881,EXP001,Control,CLK257037,2026-08-15,2026-08-16,417.08,false
TX011882,EXP001,Control,CLK257039,2026-08-15,2026-08-25,210.44,false
TX011883,EXP001,Control,CLK257054,2026-08-15,2026-08-21,395.95,1
TX011884,EXP001,Control,CLK257070,2026-08-15,2026-08-16,506.7,0
TX011885,EXP001,Control,CLK257101,2026-08-15,2026-08-23,424.18,0
TX011886,EXP001,Control,CLK257111,2026-08-15,2026-08-21,191.43,1
TX011887,EXP001,Control,CLK257120,2026-08-15,2026-08-17,1026.2,false
TX011888,EXP001,Control,CLK257126,2026-08-15,2026-08-17,246.66,false
TX011889,EXP001,Control,CLK257129,2026-08-15,2026-08-22,,false
TX011890,EXP001,Control,CLK257149,2026-08-15,2026-08-22,227.42,false
TX011891,EXP001,Control,CLK257192,2026-08-15,2026-08-18,629.39,false
TX011892,EXP001,Control,CLK257201,2026-08-15,2026-08-15,305.51,false
TX011893,EXP001,Control,CLK257210,2026-08-15,2026-08-20,1263.91,false
TX011894,EXP001,Control,CLK257222,2026-08-15,2026-08-25,224.48,false
TX011895,EXP001,Control,CLK257230,2026-08-15,2026-08-23,814.90,false
TX011896,EXP001,Control,CLK257232,2026-08-15,2026-08-17,72.26,false
TX011897,EXP001,Control,CLK257322,2026-08-15,2026-08-25,385.9,0
TX011898,EXP001,Control,CLK257324,2026-08-15,2026-08-16,398.98,0
TX011899,EXP001,Control,CLK257339,2026-08-15,2026-08-16,823.33,false
TX011900,EXP001,Control,CLK257375,2026-08-15,2026-08-22,305.41,false
TX011901,EXP001,Control,CLK257428,2026-08-15,2026-08-19,471.39,false
TX011902,EXP001,Control,CLK257454,2026-08-15,2026-08-17,2196.76,false
TX011903,EXP001,Control,CLK257467,2026-08-15,2026-08-21,514.07,false
TX011904,EXP001,Control,CLK257468,2026-08-15,2026-08-19,487.11,0
TX011905,EXP001,Control,CLK257517,2026-08-15,2026-08-17,645.06,true
TX011906,EXP001,Control,CLK257547,2026-08-15,2026-08-22,445.87,false
TX011907,EXP001,Control,CLK257557,2026-08-15,2026-08-16,701.76,0
TX011908,EXP001,Control,CLK257563,2026-08-15,2026-08-16,,0
TX011909,EXP001,Control,CLK257580,2026-08-15,2026-08-22,203.48,0
TX011910,EXP001,Control,CLK257594,2026-08-15,2026-08-17,908.55,0
TX011911,EXP001,Control,CLK257599,2026-08-15,2026-08-20,256.04,false
TX011912,EXP001,Control,CLK257649,2026-08-15,2026-08-15,401.06,0
TX011913,EXP001,Control,CLK257695,2026-08-15,2026-08-17,1171.45,false
TX011914,EXP001,Control,CLK257713,2026-08-15,2026-08-20,160.67,0
TX011915,EXP001,Control,CLK257821,2026-08-15,2026-08-15,2290.44,false
TX011916,EXP001,Control,CLK257832,2026-08-15,2026-08-15,491.72,false
TX011917,EXP001,Control,CLK257847,2026-08-15,2026-08-22,395.9,false
TX011918,EXP001,Control,CLK257858,2026-08-15,2026-08-19,822.5,0
TX011919,EXP001,Control,CLK257863,2026-08-15,2026-08-21,493.73,false
TX011920,EXP001,Control,CLK257899,2026-08-15,2026-08-20,191.28,false
TX011921,EXP001,Control,CLK257905,2026-08-15,2026-08-25,114.61,false
TX011922,EXP001,Control,CLK257912,2026-08-15,2026-08-25,317.79,0
TX011923,EXP001,Control,CLK257922,2026-08-15,2026-08-16,319.32,0
TX011924,EXP001,Control,CLK257929,2026-08-15,2026-08-20,1076.78,false
TX011925,EXP001,Control,CLK257969,2026-08-15,2026-08-22,568.48,0
TX011926,EXP001,Control,CLK258006,2026-08-15,2026-08-17,558.47,false
TX011927,EXP001,Control,CLK258008,2026-08-15,2026-08-18,158.63,false
TX011928,EXP001,Control,CLK258011,2026-08-15,2026-08-15,282.28,0
TX011929,EXP001,Control,CLK258017,2026-08-15,2026-08-19,,0
TX011930,EXP001,Control,CLK258063,2026-08-15,2026-08-18,1513.11,false
TX011931,EXP001,Control,CLK258122,2026-08-15,2026-08-25,192.99,false
TX011932,EXP001,Control,CLK258154,2026-08-15,2026-08-16,628.64,false
TX011933,EXP001,Control,CLK258193,2026-08-15,2026-08-20,361.94,0
TX011934,EXP001,Control,CLK258236,2026-08-15,2026-08-21,410.36,false
TX011935,EXP001,Control,CLK258237,2026-08-15,2026-08-16,676.82,0
TX011936,EXP001,Control,CLK258240,2026-08-15,2026-08-16,1267.4,false
TX011937,EXP001,Control,CLK258253,2026-08-15,2026-08-18,774.69,0
TX011938,EXP001,Control,CLK258267,2026-08-15,2026-08-17,481.70,0
TX011939,EXP001,Control,CLK258270,2026-08-15,2026-08-18,455.1,0
TX011940,EXP001,Control,CLK258276,2026-08-15,2026-08-19,633.81,false
TX011941,EXP001,Control,CLK258283,2026-08-15,2026-08-20,515.26,false
TX011942,EXP001,Control,CLK258289,2026-08-15,2026-08-19,335.61,0
TX011943,EXP001,Control,CLK258306,2026-08-15,2026-08-16,463.53,0
TX011944,EXP001,Control,CLK258317,2026-08-15,2026-08-16,283.39,false
TX011945,EXP001,Control,CLK258322,2026-08-15,2026-08-20,984.33,true
TX011946,EXP001,Control,CLK258415,2026-08-15,2026-08-18,690.06,0
TX011947,EXP001,Control,CLK258426,2026-08-15,2026-08-23,443.63,0
TX011948,EXP001,Control,CLK258435,2026-08-15,2026-08-21,200.21,0
TX011949,EXP001,Control,CLK258438,2026-08-15,2026-08-20,240.59,0
TX011950,EXP001,Control,CLK258461,2026-08-15,2026-08-23,762.22,false
TX011951,EXP001,Control,CLK258497,2026-08-15,2026-08-17,1166.7,0
TX011952,EXP001,Control,CLK258502,2026-08-15,2026-08-22,264.24,false
TX011953,EXP001,Control,CLK258528,2026-08-15,2026-08-17,548.17,false
TX011954,EXP001,Control,CLK258530,2026-08-15,2026-08-22,146.42,0
TX011955,EXP001,Control,CLK258577,2026-08-15,2026-08-16,668.24,0
TX011956,EXP001,Control,CLK258591,2026-08-15,2026-08-19,444.2,0
TX011957,EXP001,Control,CLK258622,2026-08-15,2026-08-20,521.39,0
TX011958,EXP001,Control,CLK258623,2026-08-15,2026-08-21,905.84,0
TX011959,EXP001,Control,CLK258732,2026-08-15,2026-08-17,761.29,false
TX011960,EXP001,Control,CLK258738,2026-08-15,2026-08-20,1880.14,0
TX011961,EXP001,Control,CLK258746,2026-08-15,2026-08-21,252.51,0
TX011962,EXP001,Control,CLK258772,2026-08-15,2026-08-21,394.95,false
TX011963,EXP001,Control,CLK258782,2026-08-15,2026-08-23,762.08,false
TX011964,EXP001,Control,CLK258823,2026-08-15,2026-08-17,1099.2,false
TX011965,EXP001,Control,CLK258825,2026-08-15,2026-08-22,360.56,false
TX011966,EXP001,Control,CLK258835,2026-08-15,2026-08-22,582.75,false
TX011967,EXP001,Control,CLK258839,2026-08-15,2026-08-21,600.48,false
TX011968,EXP001,Control,CLK258914,2026-08-15,2026-08-19,2235.73,0
TX011969,EXP001,Control,CLK258927,2026-08-15,2026-08-23,886.21,1
TX011970,EXP001,Control,CLK259043,2026-08-15,2026-08-21,754.15,0
TX011971,EXP001,Control,CLK259074,2026-08-15,2026-08-19,1178.43,false
TX011972,EXP001,Control,CLK259078,2026-08-15,2026-08-17,,true
TX011973,EXP001,Control,CLK259093,2026-08-15,2026-08-19,649.17,false
TX011974,EXP001,Control,CLK259102,2026-08-15,2026-08-22,322.48,0
TX011975,EXP001,Control,CLK259111,2026-08-15,2026-08-16,672.91,false
TX011976,EXP001,Control,CLK259113,2026-08-15,2026-08-19,689.28,0
TX011977,EXP001,Control,CLK259136,2026-08-15,2026-08-21,800.57,1
TX011978,EXP001,Control,CLK259168,2026-08-15,2026-08-15,493.68,0
TX011979,EXP001,Control,CLK259232,2026-08-15,2026-08-20,412.81,0
TX011980,EXP001,Control,CLK259237,2026-08-15,2026-08-20,1187.33,false
TX011981,EXP001,Control,CLK259277,2026-08-15,2026-08-22,355.78,0
TX011982,EXP001,Control,CLK259282,2026-08-15,2026-08-20,384.99,0
TX011983,EXP001,Control,CLK259316,2026-08-15,2026-08-16,601.55,0
TX011984,EXP001,Control,CLK259339,2026-08-15,2026-08-18,603.32,false
TX011985,EXP001,Control,CLK259346,2026-08-15,2026-08-18,440.66,0
TX011986,EXP001,Control,CLK259365,2026-08-15,2026-08-25,953.01,0
TX011987,EXP001,Control,CLK259371,2026-08-15,2026-08-20,"1,413.85",0
TX011988,EXP001,Control,CLK259400,2026-08-15,2026-08-25,215.34,false
TX011989,EXP001,Control,CLK259438,2026-08-15,2026-08-20,284.89,0
TX011990,EXP001,Control,CLK259463,2026-08-15,2026-08-25,291.14,0
TX011991,EXP001,Control,CLK259476,2026-08-15,2026-08-15,185.69,false
TX011992,EXP001,Control,CLK259496,2026-08-15,2026-08-20,237.64,0
TX011993,EXP001,Control,CLK259527,2026-08-15,2026-08-18,416.89,false
TX011994,EXP001,Control,CLK259552,2026-08-15,2026-08-15,728.63,0
TX011995,EXP001,Control,CLK259631,2026-08-15,2026-08-18,116.42,1
TX011996,EXP001,Control,CLK259638,2026-08-15,2026-08-20,556.41,0
TX011997,EXP001,Control,CLK259674,2026-08-15,2026-08-23,267.1,false
TX011998,EXP001,Control,CLK259676,2026-08-15,2026-08-15,596.44,0
TX011999,EXP001,Control,CLK259698,2026-08-15,2026-08-17,410.31,0
TX012000,EXP001,Control,CLK259737,2026-08-15,2026-08-17,1700.71,0
TX012001,EXP001,Control,CLK259764,2026-08-15,2026-08-17,319.5,true
TX012002,EXP001,Control,CLK259779,2026-08-15,2026-08-18,532.34,false
TX012003,EXP001,Control,CLK259782,2026-08-15,2026-08-20,"1,110.63",false
TX012004,EXP001,Control,CLK259813,2026-08-15,2026-08-15,285.79,0
TX012005,EXP001,Control,CLK259815,2026-08-15,2026-08-21,485.87,false
TX012006,EXP001,Control,CLK259828,2026-08-15,2026-08-17,280.71,false
TX012007,EXP001,Control,CLK259854,2026-08-15,2026-08-20,629.89,0
TX012008,EXP001,Control,CLK259873,2026-08-15,2026-08-19,393.76,false
TX012009,EXP001,Control,CLK259873,2026-08-15,2026-08-16,511.21,0
TX012010,EXP001,Control,CLK259897,2026-08-15,2026-08-20,305.19,1
TX012011,EXP001,Control,CLK259905,2026-08-15,2026-08-17,1419.01,false
TX012012,EXP001,Control,CLK259905,2026-08-15,2026-08-17,926.49,0
TX012013,EXP001,Control,CLK259920,2026-08-15,2026-08-20,1421.39,false
TX012014,EXP001,Control,CLK259957,2026-08-15,2026-08-19,713.21,true
TX012015,EXP001,Control,CLK259957,2026-08-15,2026-08-18,55.0,true
TX012016,EXP001,Control,CLK259963,2026-08-15,2026-08-17,488.41,0
TX012017,EXP001,Control,CLK259992,2026-08-15,2026-08-19,1412.86,0
TX012018,EXP001,Control,CLK259997,2026-08-15,2026-08-16,490.52,false
TX012019,EXP001,Control,CLK260007,2026-08-15,2026-08-17,"1,011.05",1
TX012020,EXP001,Control,CLK260009,2026-08-15,2026-08-25,195.33,0
TX012021,EXP001,Control,CLK260064,2026-08-15,2026-08-17,568.4,false
TX012022,EXP001,Control,CLK260105,2026-08-15,2026-08-17,41.55,0
TX012023,EXP001,Control,CLK260105,2026-08-15,2026-08-18,846.24,false
TX012024,EXP001,Control,CLK260111,2026-08-15,2026-08-19,206.05,false
TX012025,EXP001,Control,CLK260127,2026-08-15,2026-08-19,,false
TX012026,EXP001,Control,CLK260129,2026-08-15,2026-08-25,226.79,0
TX012027,EXP001,Control,CLK260203,2026-08-15,2026-08-16,325.04,false
TX012028,EXP001,Control,CLK260206,2026-08-15,2026-08-21,1573.03,false
TX012029,EXP001,Control,CLK260231,2026-08-15,2026-08-17,1070.18,0
TX012030,EXP001,Control,CLK260250,2026-08-15,2026-08-18,274.09,false
TX012031,EXP001,Control,CLK260276,2026-08-15,2026-08-20,362.23,false
TX012032,EXP001,Control,CLK260352,2026-08-15,2026-08-19,538.53,0
TX012033,EXP001,Control,CLK260360,2026-08-15,2026-08-16,291.33,false
TX012034,EXP001,Control,CLK260390,2026-08-15,2026-08-17,715.44,0
TX012035,EXP001,Control,CLK260412,2026-08-15,2026-08-16,812.66,0
TX012036,EXP001,Control,CLK260428,2026-08-15,2026-08-22,1213.46,false
TX012037,EXP001,Control,CLK260447,2026-08-15,2026-08-17,116.22,0
TX012038,EXP001,Control,CLK260512,2026-08-15,2026-08-20,425.71,0
TX012039,EXP001,Control,CLK260595,2026-08-15,2026-08-20,639.82,false
TX012040,EXP001,Treatment,CLK260634,2026-08-15,2026-08-16,247.6,0
TX012041,EXP001,Treatment,CLK260675,2026-08-15,2026-08-25,368.38,true
TX012042,EXP001,Treatment,CLK260679,2026-08-15,2026-08-17,567.7,0
TX012043,EXP001,Treatment,CLK260690,2026-08-15,2026-08-21,"1,146.18",false
TX012044,EXP001,Treatment,CLK260725,2026-08-15,2026-08-17,220.49,0
TX012045,EXP001,Treatment,CLK260730,2026-08-15,2026-08-22,157.67,false
TX012046,EXP001,Treatment,CLK260731,2026-08-15,2026-08-20,710.22,1
TX012047,EXP001,Treatment,CLK260777,2026-08-15,2026-08-25,460.48,false
TX012048,EXP001,Treatment,CLK260798,2026-08-15,2026-08-16,511.17,0
TX012049,EXP001,Treatment,CLK260817,2026-08-15,2026-08-23,200.98,false
TX012050,EXP001,Treatment,CLK260818,2026-08-15,2026-08-16,271.51,true
TX012051,EXP001,Treatment,CLK260839,2026-08-15,2026-08-23,449.63,0
TX012052,EXP001,Treatment,CLK260858,2026-08-15,2026-08-16,1469.28,0
TX012053,EXP001,Treatment,CLK260859,2026-08-15,2026-08-19,569.78,false
TX012054,EXP001,Treatment,CLK260860,2026-08-15,2026-08-15,360.27,false
TX012055,EXP001,Treatment,CLK260916,2026-08-15,2026-08-19,423.81,false
TX012056,EXP001,Treatment,CLK260921,2026-08-15,2026-08-15,252.0,false
TX012057,EXP001,Treatment,CLK260923,2026-08-15,2026-08-20,544.42,false
TX012058,EXP001,Treatment,CLK260935,2026-08-15,2026-08-18,529.85,0
TX012059,EXP001,Treatment,CLK260959,2026-08-15,2026-08-20,559.0,false
TX012060,EXP001,Treatment,CLK260961,2026-08-15,2026-08-18,445.14,true
TX012061,EXP001,Treatment,CLK261003,2026-08-15,2026-08-20,440.27,0
TX012062,EXP001,Treatment,CLK261039,2026-08-15,2026-08-16,363.54,0
TX012063,EXP001,Treatment,CLK261066,2026-08-15,2026-08-17,310.55,0
TX012064,EXP001,Treatment,CLK261104,2026-08-15,2026-08-18,349.46,false
TX012065,EXP001,Treatment,CLK261113,2026-08-15,2026-08-16,787.86,false
TX012066,EXP001,Treatment,CLK261117,2026-08-15,2026-08-25,370.84,false
TX012067,EXP001,Treatment,CLK261117,2026-08-15,2026-08-16,260.74,false
TX012068,EXP001,Treatment,CLK261143,2026-08-15,2026-08-16,782.92,false
TX012069,EXP001,Treatment,CLK261150,2026-08-15,2026-08-20,316.74,0
TX012070,EXP001,Treatment,CLK261181,2026-08-15,2026-08-18,,0
TX012071,EXP001,Treatment,CLK261182,2026-08-15,2026-08-22,325.46,false
TX012072,EXP001,Treatment,CLK261199,2026-08-15,2026-08-17,737.52,false
TX012073,EXP001,Treatment,CLK261226,2026-08-15,2026-08-18,578.24,true
TX012074,EXP001,Treatment,CLK261236,2026-08-15,2026-08-15,128.32,0
TX012075,EXP001,Treatment,CLK261257,2026-08-15,2026-08-19,1731.19,1
TX012076,EXP001,Treatment,CLK261273,2026-08-15,2026-08-21,563.6,false
TX012077,EXP001,Treatment,CLK261290,2026-08-15,2026-08-16,618.8,false
TX012078,EXP001,Treatment,CLK261330,2026-08-15,2026-08-15,279.85,false
TX012079,EXP001,Treatment,CLK261341,2026-08-15,2026-08-22,535.01,0
TX012080,EXP001,Treatment,CLK261382,2026-08-15,2026-08-23,423.76,false
TX012081,EXP001,Treatment,CLK261408,2026-08-15,2026-08-23,433.33,0
TX012082,EXP001,Treatment,CLK261447,2026-08-15,2026-08-23,1292.49,0
TX012083,EXP001,Treatment,CLK261447,2026-08-15,2026-08-25,652.68,0
TX012084,EXP001,Treatment,CLK261454,2026-08-15,2026-08-21,356.02,false
TX012085,EXP001,Treatment,CLK261470,2026-08-15,2026-08-20,575.86,true
TX012086,EXP001,Treatment,CLK261481,2026-08-15,2026-08-20,830.14,false
TX012087,EXP001,Treatment,CLK261497,2026-08-15,2026-08-20,1939.93,false
TX012088,EXP001,Treatment,CLK261502,2026-08-15,2026-08-17,259.73,0
TX012089,EXP001,Treatment,CLK261537,2026-08-15,2026-08-16,721.75,0
TX012090,EXP001,Treatment,CLK261551,2026-08-15,2026-08-18,180.26,0
TX012091,EXP001,Treatment,CLK261556,2026-08-15,2026-08-16,1361.57,1
TX012092,EXP001,Treatment,CLK261589,2026-08-15,2026-08-17,507.46,0
TX012093,EXP001,Treatment,CLK261606,2026-08-15,2026-08-23,542.15,false
TX012094,EXP001,Treatment,CLK261610,2026-08-15,2026-08-20,171.77,0
TX012095,EXP001,Treatment,CLK261620,2026-08-15,2026-08-23,905.49,1
TX012096,EXP001,Treatment,CLK261643,2026-08-15,2026-08-25,428.45,false
TX012097,EXP001,Treatment,CLK261656,2026-08-15,2026-08-25,474.22,0
TX012098,EXP001,Treatment,CLK261665,2026-08-15,2026-08-25,1254.24,0
TX012099,EXP001,Treatment,CLK261674,2026-08-15,2026-08-23,157.92,0
TX012100,EXP001,Treatment,CLK261688,2026-08-15,2026-08-15,"1,072.94",false
TX012101,EXP001,Treatment,CLK261692,2026-08-15,2026-08-15,558.51,0
TX012102,EXP001,Treatment,CLK261718,2026-08-15,2026-08-22,523.35,0
TX012103,EXP001,Treatment,CLK261727,2026-08-15,2026-08-25,,false
TX012104,EXP001,Treatment,CLK261773,2026-08-15,2026-08-20,352.36,0
TX012105,EXP001,Treatment,CLK261812,2026-08-15,2026-08-23,641.62,0
TX012106,EXP001,Treatment,CLK261867,2026-08-15,2026-08-22,1713.39,0
TX012107,EXP001,Treatment,CLK261884,2026-08-15,2026-08-23,478.95,false
TX012108,EXP001,Treatment,CLK261893,2026-08-15,2026-08-17,536.8,1
TX012109,EXP001,Treatment,CLK261914,2026-08-15,2026-08-23,530.2,0
TX012110,EXP001,Treatment,CLK261917,2026-08-15,2026-08-16,671.7,0
TX012111,EXP001,Treatment,CLK261953,2026-08-15,2026-08-16,531.13,0
TX012112,EXP001,Treatment,CLK261965,2026-08-15,2026-08-25,376.49,false
TX012113,EXP001,Treatment,CLK261979,2026-08-15,2026-08-20,909.09,0
TX012114,EXP001,Treatment,CLK262026,2026-08-15,2026-08-18,653.44,false
TX012115,EXP001,Treatment,CLK262078,2026-08-15,2026-08-21,1408.34,0
TX012116,EXP001,Treatment,CLK262100,2026-08-15,2026-08-19,512.38,0
TX012117,EXP001,Treatment,CLK262106,2026-08-15,2026-08-16,414.03,false
TX012118,EXP001,Treatment,CLK262111,2026-08-15,2026-08-23,2430.52,0
TX012119,EXP001,Treatment,CLK262134,2026-08-15,2026-08-25,954.25,0
TX012120,EXP001,Treatment,CLK262147,2026-08-15,2026-08-22,952.52,0
TX012121,EXP001,Treatment,CLK262189,2026-08-15,2026-08-17,530.12,0
TX012122,EXP001,Treatment,CLK262189,2026-08-15,2026-08-25,391.58,false
TX012123,EXP001,Treatment,CLK262218,2026-08-15,2026-08-15,1030.24,false
TX012124,EXP001,Treatment,CLK262224,2026-08-15,2026-08-19,1210.13,0
TX012125,EXP001,Treatment,CLK262240,2026-08-15,2026-08-22,998.94,0
TX012126,EXP001,Treatment,CLK262255,2026-08-15,2026-08-17,185.58,false
TX012127,EXP001,Treatment,CLK262264,2026-08-15,2026-08-18,982.8,false
TX012128,EXP001,Treatment,CLK262266,2026-08-15,2026-08-15,134.17,false
TX012129,EXP001,Treatment,CLK262303,2026-08-15,2026-08-23,451.96,false
TX012130,EXP001,Treatment,CLK262306,2026-08-15,2026-08-22,435.0,false
TX012131,EXP001,Treatment,CLK262372,2026-08-15,2026-08-23,351.7,true
TX012132,EXP001,Treatment,CLK262374,2026-08-15,2026-08-25,473.25,false
TX012133,EXP001,Treatment,CLK262433,2026-08-15,2026-08-21,1763.35,1
TX012134,EXP001,Treatment,CLK262436,2026-08-15,2026-08-15,146.42,1
TX012135,EXP001,Treatment,CLK262458,2026-08-15,2026-08-19,868.83,false
TX012136,EXP001,Treatment,CLK262498,2026-08-15,2026-08-20,856.02,false
TX012137,EXP001,Treatment,CLK262521,2026-08-15,2026-08-16,1114.41,0
TX012138,EXP001,Treatment,CLK262521,2026-08-15,2026-08-21,1051.95,false
TX012139,EXP001,Treatment,CLK262530,2026-08-15,2026-08-16,611.71,false
TX012140,EXP001,Treatment,CLK262572,2026-08-15,2026-08-18,663.8,0
TX012141,EXP001,Treatment,CLK262614,2026-08-15,2026-08-25,782.66,false
TX012142,EXP001,Treatment,CLK262674,2026-08-15,2026-08-20,1314.31,0
TX012143,EXP001,Treatment,CLK262704,2026-08-15,2026-08-16,335.84,0
TX012144,EXP001,Treatment,CLK262707,2026-08-15,2026-08-18,502.46,false
TX012145,EXP001,Treatment,CLK262707,2026-08-15,2026-08-23,330.8,false
TX012146,EXP001,Treatment,CLK262708,2026-08-15,2026-08-21,641.01,false
TX012147,EXP001,Treatment,CLK262789,2026-08-15,2026-08-19,359.89,true
TX012148,EXP001,Treatment,CLK262811,2026-08-15,2026-08-18,946.93,0
TX012149,EXP001,Treatment,CLK262851,2026-08-15,2026-08-22,736.6,false
TX012150,EXP001,Treatment,CLK262853,2026-08-15,2026-08-17,684.24,false
TX012151,EXP001,Treatment,CLK262874,2026-08-15,2026-08-17,456.02,false
TX012152,EXP001,Treatment,CLK262876,2026-08-15,2026-08-18,234.21,0
TX012153,EXP001,Treatment,CLK262901,2026-08-15,2026-08-19,575.33,0
TX012154,EXP001,Treatment,CLK262905,2026-08-15,2026-08-16,281.72,0
TX012155,EXP001,Treatment,CLK262909,2026-08-15,2026-08-21,814.01,true
TX012156,EXP001,Treatment,CLK262944,2026-08-15,2026-08-15,373.56,true
TX012157,EXP001,Treatment,CLK263023,2026-08-15,2026-08-25,468.89,0
TX012158,EXP001,Treatment,CLK263030,2026-08-15,2026-08-21,704.33,0
TX012159,EXP001,Treatment,CLK263032,2026-08-15,2026-08-20,258.48,0
TX012160,EXP001,Treatment,CLK263057,2026-08-15,2026-08-17,1276.79,0
TX012161,EXP001,Treatment,CLK263063,2026-08-15,2026-08-17,319.75,true
